Страна,год,Категория продуктов питания,Общее_количество_отходов_(тонн),Экономический ущерб (Млн долларов),Среднее количество отходов на душу населения (Кг),Численность населения (Млн),Бытовые отходы (%)
france,2024,dairy product,45066.06,49348.46,145.63,1298.84,47.08
usa,2020,dairy product,47081.61,45557.24,136.57,288.76,38.58
south korea,2023,bakery item,7353.5,6107.4,166.22,123.76,32.85
saudi arabia,2021,bakery item,45408.01,51287.28,94.93,436.99,52.57
uk,2018,grain cereal,39429.65,37256.49,26.06,584.3,60.62
germany,2020,dairy product,32712.11,30451.14,140.59,359.67,62.78
china,2023,frozen food,31398.56,35945.1,29.25,627.03,36.15
china,2020,beverage,8367.92,8949.16,168.54,1387.92,62.87
spain,2022,fruit vegetable,15003.92,13428.76,70.34,1150.31,69.51
saudi arabia,2019,dairy product,49131.04,49173.08,150.52,148.4,47.84
indonesia,2022,fruit vegetable,4892.76,5052.86,28.46,981.08,52.17
south korea,2021,fruit vegetable,30764.52,28671.75,47.98,1127.76,60.98
italy,2022,grain cereal,517.61,576.78,60.93,245.82,35.85
spain,2018,meat seafood,19970.49,22580.08,65.24,1239.89,34.41
south africa,2024,bakery item,33519.8,36757.81,161.69,276.08,56.4
france,2020,beverage,46643.08,49785.97,34.1,1310.7,48.43
indonesia,2024,dairy product,26014.74,22046.11,139.72,30.95,64.94
south africa,2021,bakery item,3799.48,3099.82,156.94,1337.82,31.69
spain,2018,fruit vegetable,14126.29,16893.56,175.41,875.65,50.09
south korea,2018,meat seafood,45602.44,40879.26,149.76,951.58,51.83
japan,2021,bakery item,41470.4,45018.64,105.89,873.0,63.0
australia,2022,frozen food,27743.51,25956.39,91.64,163.76,34.36
usa,2023,dairy product,38649.18,31579.18,56.11,814.16,60.69
australia,2021,grain cereal,36479.51,40488.37,167.63,146.37,58.45
germany,2018,beverage,17394.53,18757.29,154.52,359.36,41.04
india,2019,prepared food,30287.13,28878.12,54.33,596.44,49.38
spain,2022,fruit vegetable,26025.35,26034.02,75.12,256.32,53.89
uk,2018,frozen food,23048.8,27491.11,142.76,1006.54,37.02
russia,2023,prepared food,19438.29,22652.07,86.85,865.23,36.73
south korea,2019,prepared food,40107.69,32976.72,95.88,40.19,31.13
turkey,2022,frozen food,19155.88,17069.74,33.68,12.54,53.73
canada,2024,grain cereal,21004.82,16927.09,109.2,840.09,39.94
india,2023,dairy product,47035.68,52552.41,43.53,187.69,46.27
south africa,2019,beverage,17002.3,18242.84,150.77,112.79,49.48
australia,2024,grain cereal,30731.56,35981.04,185.96,986.66,41.94
south korea,2020,bakery item,13499.98,13593.82,136.45,778.31,31.46
spain,2024,dairy product,14592.73,14443.07,76.33,752.73,55.75
brazil,2024,dairy product,28942.01,26738.86,47.05,879.48,55.25
usa,2023,frozen food,8312.01,7442.82,106.56,929.78,47.64
spain,2020,prepared food,16770.54,14492.63,131.48,380.8,46.97
saudi arabia,2018,prepared food,46680.48,40190.28,28.28,24.19,66.75
brazil,2018,prepared food,18248.77,16599.39,152.43,417.82,49.24
india,2024,fruit vegetable,12090.15,10281.78,193.08,1288.65,68.67
turkey,2021,meat seafood,47227.73,40158.85,28.15,909.21,47.31
mexico,2021,beverage,21466.8,20122.08,128.44,1146.07,65.01
argentina,2018,meat seafood,26569.77,27208.17,102.15,291.69,30.84
france,2021,bakery item,37429.54,39656.05,55.44,384.5,45.85
indonesia,2024,beverage,41578.83,37298.89,136.07,901.48,58.37
south korea,2020,grain cereal,45191.43,45956.79,57.02,1271.31,47.09
turkey,2022,grain cereal,34891.84,31559.15,141.45,434.77,52.19
canada,2018,frozen food,26035.57,24115.43,39.01,1082.34,38.5
spain,2019,grain cereal,12016.56,10628.92,110.62,331.49,35.02
usa,2022,grain cereal,5391.43,6068.79,138.09,122.74,68.8
saudi arabia,2018,dairy product,27923.07,29009.89,111.9,1185.65,37.15
brazil,2020,beverage,38838.74,32123.22,136.85,1160.65,45.57
russia,2018,frozen food,21937.45,23241.1,87.89,831.96,57.63
argentina,2019,frozen food,4023.38,3768.31,110.69,1141.3,65.88
brazil,2019,grain cereal,39724.75,34944.07,83.38,77.92,35.68
canada,2018,prepared food,26122.94,29785.58,95.83,1076.63,53.16
germany,2020,grain cereal,48970.79,41489.98,73.84,27.3,59.61
turkey,2024,fruit vegetable,36283.83,41217.28,56.31,729.0,62.54
usa,2024,meat seafood,15071.26,16957.71,146.47,254.85,49.46
brazil,2019,dairy product,38345.98,44353.29,101.99,1019.78,61.12
russia,2023,bakery item,28659.64,33469.89,43.48,448.9,38.2
turkey,2023,frozen food,22853.53,19743.52,118.02,1219.84,48.11
russia,2024,meat seafood,42576.12,36608.89,122.1,232.32,49.14
germany,2020,prepared food,8655.97,8339.86,63.27,844.44,51.12
china,2020,bakery item,37735.89,40260.27,196.73,810.25,44.65
germany,2024,grain cereal,9932.43,8383.34,120.27,908.01,43.93
saudi arabia,2024,fruit vegetable,6032.18,6151.26,112.3,1332.45,52.37
italy,2018,beverage,26056.17,24413.84,117.2,57.76,30.03
usa,2018,bakery item,14604.16,15194.73,36.29,339.27,55.25
usa,2019,meat seafood,16844.8,17224.3,75.56,775.03,43.95
south korea,2023,frozen food,39730.81,44325.47,163.16,61.71,46.91
germany,2018,prepared food,20966.82,19596.06,193.47,415.21,52.26
spain,2019,beverage,29516.12,35036.84,56.48,155.84,35.26
india,2023,fruit vegetable,20208.42,19286.57,182.45,1016.39,48.33
japan,2020,bakery item,26406.09,23352.92,101.98,386.6,38.29
australia,2020,frozen food,21547.95,21574.32,167.36,362.97,58.31
spain,2022,dairy product,25959.21,25386.49,92.56,304.05,47.21
argentina,2019,beverage,31050.98,24975.82,132.83,906.59,34.5
south africa,2023,frozen food,22382.54,23012.5,57.26,1333.93,42.26
turkey,2023,meat seafood,23202.62,25711.18,108.2,58.44,30.02
australia,2022,grain cereal,46452.95,49081.57,176.89,476.77,60.28
india,2022,frozen food,16327.38,18419.43,133.81,823.27,61.29
india,2018,bakery item,37938.86,34421.72,141.39,1149.53,45.24
saudi arabia,2024,frozen food,41603.87,33990.35,192.64,744.29,32.44
south korea,2021,fruit vegetable,24857.97,22075.92,130.26,261.89,69.46
japan,2018,grain cereal,4550.45,4515.6,93.54,116.32,48.25
usa,2020,prepared food,48750.62,50109.79,179.28,1174.82,32.5
canada,2022,fruit vegetable,26416.84,28843.62,54.22,1122.68,30.98
italy,2021,beverage,43059.88,46226.9,172.24,512.01,44.18
canada,2020,meat seafood,18079.56,18341.08,170.68,137.21,38.47
usa,2024,dairy product,32272.29,26747.69,159.76,1197.26,44.98
germany,2024,bakery item,34146.15,38664.02,72.19,504.22,55.84
italy,2021,meat seafood,13201.57,15333.62,52.68,115.08,46.14
brazil,2021,frozen food,14150.18,14226.65,178.93,61.29,37.33
uk,2023,prepared food,6901.13,7359.68,135.48,229.89,36.8
usa,2019,bakery item,5611.35,5955.37,83.59,599.73,60.87
canada,2023,bakery item,37560.08,30645.7,120.84,516.13,44.2
france,2022,frozen food,10751.44,8987.4,131.56,1296.98,63.74
japan,2018,beverage,29385.94,27250.31,61.36,535.2,35.95
saudi arabia,2023,dairy product,2544.13,2929.07,117.33,302.85,51.96
germany,2023,meat seafood,5914.08,5072.79,113.07,899.36,33.87
argentina,2019,beverage,11573.09,11212.17,52.81,190.27,35.89
saudi arabia,2023,beverage,4282.13,4826.13,35.54,749.21,59.35
turkey,2023,dairy product,45027.58,46548.39,174.97,383.44,45.99
brazil,2023,dairy product,9633.28,8830.22,68.34,834.84,61.75
mexico,2021,grain cereal,45162.51,44880.05,41.79,954.89,55.87
brazil,2024,beverage,46556.75,42942.59,135.63,263.77,51.01
turkey,2023,meat seafood,46136.0,45904.35,160.68,974.32,41.4
spain,2020,grain cereal,4893.99,4034.88,105.19,510.24,31.81
japan,2019,beverage,30598.5,34392.32,159.09,738.91,50.83
china,2024,fruit vegetable,10124.3,8979.47,181.05,613.93,44.56
australia,2022,beverage,38371.75,37851.62,67.0,1198.0,53.97
canada,2024,bakery item,10290.86,11048.84,81.46,1276.02,39.57
brazil,2024,meat seafood,15462.15,15203.97,79.32,349.84,36.14
spain,2023,frozen food,5575.76,5997.71,168.26,920.7,42.2
uk,2021,dairy product,24766.12,29199.89,39.84,1060.44,37.64
italy,2022,prepared food,44346.35,45835.32,68.84,246.61,31.12
turkey,2019,beverage,43867.53,43424.76,125.38,506.33,66.18
germany,2024,fruit vegetable,16313.98,13151.48,117.37,857.42,65.39
canada,2019,frozen food,27947.56,23836.43,47.48,600.14,54.69
italy,2021,dairy product,10675.42,10732.23,88.0,20.34,68.45
china,2023,beverage,6962.05,7390.53,113.45,453.29,66.12
indonesia,2019,meat seafood,4668.89,4069.92,156.86,409.87,36.42
south africa,2024,prepared food,34323.78,29914.05,90.8,802.77,64.26
saudi arabia,2019,meat seafood,46425.97,42039.23,97.38,604.8,54.43
china,2020,beverage,33869.08,39393.64,47.94,478.88,63.51
brazil,2021,prepared food,15792.82,13928.46,190.83,777.44,45.64
china,2020,prepared food,24702.5,24507.47,29.51,509.75,35.44
south korea,2023,beverage,7317.0,6147.99,37.85,285.31,38.59
usa,2022,beverage,22160.77,18453.23,144.19,814.77,49.32
south korea,2023,bakery item,36457.7,35507.75,156.06,822.5,42.21
argentina,2021,bakery item,13177.03,11186.44,96.41,866.97,64.26
brazil,2020,beverage,16549.13,18798.01,176.06,1330.66,65.83
germany,2018,meat seafood,27457.99,26842.11,44.11,323.12,41.5
australia,2021,prepared food,37483.6,30340.62,35.06,43.3,58.42
argentina,2023,frozen food,1401.65,1589.87,100.81,715.88,36.45
south korea,2019,prepared food,19155.37,18836.42,76.63,920.98,51.58
south africa,2019,bakery item,29637.0,29402.46,88.7,676.5,64.96
india,2018,dairy product,15230.15,17122.26,50.72,1105.7,39.77
germany,2023,dairy product,9224.55,10662.32,194.63,1325.1,66.16
usa,2022,frozen food,31304.33,28928.51,176.79,1013.41,51.35
south africa,2019,meat seafood,8507.36,8265.53,105.52,1268.68,46.15
saudi arabia,2023,frozen food,28636.48,28091.86,46.01,287.34,57.16
mexico,2020,fruit vegetable,49739.79,50312.88,153.39,1312.21,32.84
uk,2024,frozen food,30576.71,28635.98,130.77,606.2,69.26
china,2019,grain cereal,34065.16,36053.3,171.25,786.38,32.57
spain,2023,fruit vegetable,9824.63,10166.38,170.95,95.48,65.78
japan,2022,frozen food,9697.91,9427.62,44.7,56.85,55.06
south africa,2023,bakery item,37209.84,40772.12,113.06,270.27,30.78
brazil,2021,beverage,21101.21,23285.83,108.62,670.49,63.81
south africa,2021,dairy product,1979.87,1973.37,26.58,128.16,63.76
south korea,2018,fruit vegetable,30550.86,35584.2,154.75,269.19,33.85
south africa,2022,prepared food,11836.21,10700.73,78.14,520.91,58.2
japan,2020,prepared food,8331.83,9535.88,130.53,89.66,42.4
mexico,2020,frozen food,45143.4,37351.73,86.96,1345.9,67.52
turkey,2022,frozen food,49364.51,49360.9,128.31,114.22,57.73
saudi arabia,2022,frozen food,3940.06,4568.88,164.76,268.85,53.06
japan,2023,fruit vegetable,44872.35,47160.34,181.13,472.4,39.23
italy,2023,dairy product,33351.71,31582.14,115.37,1235.16,48.63
uk,2020,fruit vegetable,33917.59,28289.62,192.53,132.8,65.45
china,2019,frozen food,14409.27,16560.3,173.99,627.6,46.73
india,2022,fruit vegetable,49620.52,59228.93,65.58,1269.49,49.1
argentina,2019,frozen food,27266.55,22977.41,127.52,1024.15,56.15
saudi arabia,2020,grain cereal,44350.27,39802.94,44.29,18.61,53.51
uk,2019,fruit vegetable,38940.44,42229.31,112.46,542.13,56.41
canada,2018,prepared food,13833.83,14582.37,159.59,550.71,31.72
south africa,2018,beverage,17944.44,17048.14,86.5,1326.59,61.63
uk,2023,grain cereal,1265.6,1137.41,153.28,1143.34,63.32
usa,2020,frozen food,9642.53,10482.68,129.64,993.27,50.91
italy,2023,grain cereal,42611.76,38701.72,125.01,215.56,41.39
japan,2024,frozen food,12384.55,14688.14,89.78,1211.37,42.82
brazil,2023,meat seafood,37229.3,40593.28,99.41,720.92,58.29
uk,2023,prepared food,49712.54,56999.64,96.74,257.65,48.86
australia,2024,prepared food,25740.38,23155.14,20.8,563.68,62.64
germany,2023,fruit vegetable,24960.18,29567.69,63.59,113.95,42.9
indonesia,2024,dairy product,25986.24,26731.26,88.34,893.18,46.04
china,2022,dairy product,12292.07,12281.97,86.92,692.13,39.12
australia,2023,dairy product,26547.08,23261.13,174.71,1142.1,62.1
uk,2018,bakery item,3229.45,3030.27,132.4,449.91,68.13
saudi arabia,2018,bakery item,46564.14,48471.76,176.4,545.07,63.07
india,2020,meat seafood,18825.35,20577.13,139.74,250.95,54.19
south korea,2021,beverage,39582.23,38818.84,171.17,442.23,51.67
brazil,2020,meat seafood,11425.17,9578.34,174.44,1116.21,37.62
saudi arabia,2021,meat seafood,20214.24,18360.72,184.36,462.66,45.42
indonesia,2022,grain cereal,30749.52,35421.32,188.62,1048.7,57.56
japan,2018,meat seafood,43133.23,46717.87,156.77,423.67,65.43
saudi arabia,2018,dairy product,34765.86,29694.46,39.0,187.97,34.41
south korea,2021,fruit vegetable,10012.17,10943.56,96.01,12.12,37.95
spain,2021,prepared food,26761.1,29114.64,75.18,670.5,46.35
india,2021,frozen food,17069.29,14686.11,32.4,713.98,61.51
australia,2021,frozen food,26880.38,32218.3,61.32,775.0,51.67
italy,2023,meat seafood,43906.35,45589.86,43.27,339.69,48.85
south africa,2019,dairy product,20134.94,23506.68,188.66,928.77,54.11
mexico,2022,beverage,28203.03,33832.7,154.59,789.8,61.08
italy,2022,bakery item,41651.4,46007.13,59.15,18.29,30.34
china,2018,dairy product,39389.65,33323.45,44.41,1047.63,59.91
south africa,2024,meat seafood,515.22,585.58,57.61,217.64,63.02
russia,2022,meat seafood,42794.25,44156.2,48.79,844.28,56.12
mexico,2021,meat seafood,20202.85,21210.76,129.07,1218.27,48.42
indonesia,2023,prepared food,44160.14,36660.14,66.5,455.52,67.87
india,2019,frozen food,22399.22,18780.12,114.47,481.57,59.39
saudi arabia,2018,dairy product,536.73,640.0,92.23,771.38,55.03
india,2022,fruit vegetable,39155.97,44076.29,135.54,434.9,64.27
france,2023,frozen food,44567.04,40658.54,79.75,1131.86,57.96
spain,2024,bakery item,21022.29,23137.14,97.09,374.62,64.55
india,2023,fruit vegetable,39158.17,31840.85,31.95,457.26,59.23
usa,2018,fruit vegetable,49808.78,45858.94,167.38,545.79,47.15
argentina,2022,fruit vegetable,33269.48,32891.5,75.6,936.04,41.32
turkey,2020,grain cereal,34493.02,28190.42,179.95,192.09,68.07
spain,2023,grain cereal,10239.45,9673.78,176.18,1042.88,44.43
mexico,2023,fruit vegetable,38729.38,35954.47,174.94,565.14,41.28
australia,2023,bakery item,47579.06,45990.76,140.14,892.05,32.55
saudi arabia,2020,meat seafood,2758.33,2791.66,21.95,56.71,32.68
italy,2022,bakery item,2961.25,2885.45,118.25,1338.62,61.53
brazil,2021,meat seafood,25925.67,26485.25,161.72,390.86,67.76
china,2018,bakery item,42039.58,40819.21,165.37,1285.93,64.6
indonesia,2022,dairy product,1484.47,1234.04,48.37,477.14,36.07
usa,2019,prepared food,4317.36,4668.72,33.33,978.97,58.92
japan,2018,meat seafood,26928.02,22625.18,171.49,235.4,67.98
indonesia,2020,dairy product,42112.4,49050.1,103.84,1240.39,42.84
brazil,2019,beverage,22043.4,20428.03,138.39,1246.35,37.47
china,2018,fruit vegetable,8591.37,8898.91,115.26,1362.76,61.06
turkey,2024,grain cereal,19593.47,18976.55,89.08,334.55,39.33
france,2023,dairy product,46175.25,44497.24,106.95,1298.51,33.72
japan,2018,beverage,2785.42,3045.34,93.69,782.44,49.0
mexico,2023,prepared food,42915.38,37429.73,26.55,1202.98,46.84
japan,2022,meat seafood,45348.53,40814.97,79.58,405.35,60.25
italy,2024,meat seafood,47405.16,51124.55,107.4,882.89,35.94
france,2018,frozen food,20204.47,20851.21,76.32,466.49,45.75
turkey,2024,grain cereal,30900.63,28588.22,136.07,1387.48,33.5
argentina,2018,frozen food,7039.96,6390.6,69.37,1302.58,69.62
germany,2022,frozen food,5817.52,6103.72,31.06,1102.26,46.32
france,2022,meat seafood,45264.66,39253.92,62.04,1094.28,63.98
china,2021,fruit vegetable,44295.09,52658.25,140.78,448.34,56.04
canada,2024,fruit vegetable,20440.62,20123.5,195.15,139.24,33.39
indonesia,2020,beverage,44315.15,46367.85,25.98,1213.62,42.22
mexico,2018,grain cereal,46470.45,38334.96,179.68,852.93,41.69
indonesia,2023,dairy product,31465.08,36586.91,124.43,295.86,65.71
brazil,2022,meat seafood,43415.16,35330.62,123.32,366.42,63.24
spain,2018,dairy product,11181.13,11697.69,77.5,434.53,48.52
australia,2023,dairy product,22957.97,22260.35,151.78,1177.05,59.7
saudi arabia,2023,bakery item,19071.25,16117.06,101.98,627.98,58.09
india,2023,dairy product,19935.2,16517.49,65.71,422.08,61.08
spain,2021,fruit vegetable,9506.8,9257.87,54.59,630.7,46.91
germany,2021,prepared food,23242.97,18838.27,194.98,659.49,58.25
usa,2024,prepared food,9805.62,10171.56,28.74,204.11,58.95
japan,2024,beverage,28349.59,30062.85,38.75,498.19,58.5
south korea,2021,fruit vegetable,39033.05,36466.14,116.51,443.58,52.07
saudi arabia,2023,beverage,20022.07,18355.89,174.56,607.7,63.33
saudi arabia,2023,frozen food,1410.3,1386.31,129.18,1199.88,64.73
uk,2019,dairy product,11236.21,9736.8,32.81,588.89,44.86
brazil,2021,prepared food,22052.67,20047.21,36.17,817.37,56.85
argentina,2021,bakery item,39718.36,31941.6,164.78,1031.85,33.76
canada,2021,dairy product,33514.85,33542.05,44.2,1363.09,49.27
japan,2020,bakery item,15083.81,12505.53,105.61,350.85,49.38
indonesia,2020,grain cereal,46093.77,41803.0,152.17,924.65,61.4
indonesia,2024,beverage,34860.29,30988.4,32.18,935.91,69.99
usa,2019,fruit vegetable,42001.01,46107.26,120.5,1294.84,60.79
south africa,2020,grain cereal,32640.66,38875.42,77.17,1151.29,49.52
spain,2023,prepared food,23587.98,23027.08,53.12,562.52,45.51
canada,2024,bakery item,11448.82,13665.84,176.83,287.98,48.15
canada,2018,bakery item,6094.82,4942.92,47.4,660.79,66.38
indonesia,2019,prepared food,9381.96,10765.37,74.22,37.83,63.68
argentina,2018,meat seafood,16814.89,16164.55,69.29,53.51,64.15
south africa,2018,meat seafood,30396.27,34370.86,85.75,1386.09,68.19
canada,2021,bakery item,40166.15,37579.82,64.07,619.9,32.13
germany,2021,meat seafood,28667.96,27435.03,47.25,1226.5,34.93
germany,2024,meat seafood,1025.25,841.87,64.02,871.3,38.56
indonesia,2024,bakery item,15180.87,17081.77,27.43,805.85,68.04
mexico,2019,bakery item,28282.29,26046.63,168.35,939.47,57.89
mexico,2020,fruit vegetable,1694.0,1970.55,184.8,431.35,58.07
uk,2020,beverage,12814.27,13621.54,120.21,629.98,39.17
south korea,2019,prepared food,16087.46,17856.92,141.68,533.12,53.72
china,2021,frozen food,30671.53,34475.33,161.57,1379.07,36.19
spain,2023,beverage,19181.75,22185.26,93.97,568.08,66.83
india,2021,frozen food,1618.43,1551.59,74.94,340.12,33.74
australia,2020,fruit vegetable,44836.9,41938.44,116.16,180.39,49.87
germany,2021,frozen food,38026.43,30744.28,167.61,1033.19,56.09
saudi arabia,2023,frozen food,17410.79,15757.23,132.34,830.5,64.33
germany,2022,frozen food,5772.53,6403.4,163.62,1252.55,56.34
usa,2023,grain cereal,6399.7,7049.6,61.54,850.42,63.4
argentina,2023,frozen food,24214.07,23528.51,90.26,1083.41,60.78
saudi arabia,2018,dairy product,19708.26,23587.81,133.24,1181.09,53.13
south africa,2024,prepared food,48708.21,56324.24,142.47,386.81,40.2
japan,2019,meat seafood,24154.63,19637.18,112.3,384.76,68.19
indonesia,2019,grain cereal,18103.47,21231.26,143.45,942.23,63.84
argentina,2021,bakery item,48059.11,40071.6,80.36,50.5,69.66
south korea,2023,frozen food,15533.74,16349.63,127.92,892.76,42.66
canada,2019,meat seafood,35217.45,30190.96,84.34,901.88,46.03
turkey,2024,prepared food,48558.23,52809.09,139.97,486.72,46.24
saudi arabia,2019,beverage,46203.14,41490.22,186.62,21.1,31.95
spain,2021,prepared food,4551.47,5409.94,42.14,368.51,67.06
spain,2021,dairy product,29565.6,24296.8,25.13,812.98,58.24
india,2022,beverage,46679.66,50458.52,97.62,1104.62,61.78
uk,2023,grain cereal,3294.79,3145.7,36.53,1157.07,54.24
india,2021,beverage,20187.86,20160.75,65.91,436.72,65.03
spain,2018,meat seafood,48742.06,54592.48,146.71,1312.09,38.63
argentina,2022,meat seafood,14768.04,14570.61,90.3,181.41,49.34
south korea,2022,bakery item,45786.18,40409.74,187.79,833.26,42.24
